4.000000000000000222e-01 1.468364779874213877e+00 1.952981132075471749e+00
4.001000000000000112e-01 1.468301886792452882e+00 1.953018867924528168e+00
4.002000000000000002e-01 1.468238993710691886e+00 1.953056603773584810e+00
4.003000000000000447e-01 1.468176100628930669e+00 1.953094339622641451e+00
4.004000000000000337e-01 1.468113207547169674e+00 1.953132075471698093e+00
4.005000000000000226e-01 1.468050314465408679e+00 1.953169811320754734e+00
4.006000000000000116e-01 1.467987421383647684e+00 1.953207547169811376e+00
4.007000000000000006e-01 1.467924528301886689e+00 1.953245283018867795e+00
4.008000000000000451e-01 1.467861635220125693e+00 1.953283018867924437e+00
4.009000000000000341e-01 1.467798742138364698e+00 1.953320754716981078e+00
4.010000000000000231e-01 1.467735849056603703e+00 1.953358490566037720e+00
4.011000000000000121e-01 1.467672955974842708e+00 1.953396226415094361e+00
4.012000000000000011e-01 1.467610062893081713e+00 1.953433962264151003e+00
4.013000000000000456e-01 1.467547169811320718e+00 1.953471698113207422e+00
4.014000000000000346e-01 1.467484276729559722e+00 1.953509433962264064e+00
4.015000000000000235e-01 1.467421383647798727e+00 1.953547169811320705e+00
4.016000000000000125e-01 1.467358490566037732e+00 1.953584905660377347e+00
4.017000000000000015e-01 1.467295597484276737e+00 1.953622641509433988e+00
4.018000000000000460e-01 1.467232704402515742e+00 1.953660377358490630e+00
4.019000000000000350e-01 1.467169811320754746e+00 1.953698113207547049e+00
4.020000000000000240e-01 1.467106918238993751e+00 1.953735849056603691e+00
4.021000000000000130e-01 1.467044025157232756e+00 1.953773584905660332e+00
4.022000000000000020e-01 1.466981132075471761e+00 1.953811320754716974e+00
4.023000000000000465e-01 1.466918238993710544e+00 1.953849056603773615e+00
4.024000000000000354e-01 1.466855345911949549e+00 1.953886792452830257e+00
4.025000000000000244e-01 1.466792452830188553e+00 1.953924528301886676e+00
4.026000000000000134e-01 1.466729559748427558e+00 1.953962264150943318e+00
4.027000000000000024e-01 1.466666666666666563e+00 1.953999999999999959e+00
4.028000000000000469e-01 1.466603773584905568e+00 1.954037735849056601e+00
4.029000000000000359e-01 1.466540880503144573e+00 1.954075471698113242e+00
4.030000000000000249e-01 1.466477987421383578e+00 1.954113207547169884e+00
4.031000000000000139e-01 1.466415094339622582e+00 1.954150943396226303e+00
4.032000000000000028e-01 1.466352201257861587e+00 1.954188679245282945e+00
4.033000000000000473e-01 1.466289308176100592e+00 1.954226415094339586e+00
4.034000000000000363e-01 1.466226415094339597e+00 1.954264150943396228e+00
4.035000000000000253e-01 1.466163522012578602e+00 1.954301886792452869e+00
4.036000000000000143e-01 1.466100628930817606e+00 1.954339622641509511e+00
4.037000000000000033e-01 1.466037735849056611e+00 1.954377358490565930e+00
4.038000000000000478e-01 1.465974842767295616e+00 1.954415094339622572e+00
4.039000000000000368e-01 1.465911949685534621e+00 1.954452830188679213e+00
4.040000000000000258e-01 1.465849056603773626e+00 1.954490566037735855e+00
4.041000000000000147e-01 1.465786163522012631e+00 1.954528301886792496e+00
4.042000000000000037e-01 1.465723270440251635e+00 1.954566037735848916e+00
4.043000000000000482e-01 1.465660377358490418e+00 1.954603773584905557e+00
4.044000000000000372e-01 1.465597484276729423e+00 1.954641509433962199e+00
4.045000000000000262e-01 1.465534591194968428e+00 1.954679245283018840e+00
4.046000000000000152e-01 1.465471698113207433e+00 1.954716981132075482e+00
4.047000000000000042e-01 1.465408805031446438e+00 1.954754716981132123e+00
4.048000000000000487e-01 1.465345911949685442e+00 1.954792452830188765e+00
4.049000000000000377e-01 1.465283018867924447e+00 1.954830188679245184e+00
4.050000000000000266e-01 1.465220125786163452e+00 1.954867924528301826e+00
4.051000000000000156e-01 1.465157232704402457e+00 1.954905660377358467e+00
4.052000000000000046e-01 1.465094339622641462e+00 1.954943396226415109e+00
4.052999999999999936e-01 1.465031446540880467e+00 1.954981132075471750e+00
4.054000000000000381e-01 1.464968553459119471e+00 1.955018867924528170e+00
4.055000000000000271e-01 1.464905660377358476e+00 1.955056603773584811e+00
4.056000000000000161e-01 1.464842767295597481e+00 1.955094339622641453e+00
4.057000000000000051e-01 1.464779874213836486e+00 1.955132075471698094e+00
4.058000000000000496e-01 1.464716981132075491e+00 1.955169811320754736e+00
4.059000000000000385e-01 1.464654088050314495e+00 1.955207547169811377e+00
4.060000000000000275e-01 1.464591194968553500e+00 1.955245283018867797e+00
4.061000000000000165e-01 1.464528301886792505e+00 1.955283018867924438e+00
4.062000000000000055e-01 1.464465408805031510e+00 1.955320754716981080e+00
4.062999999999999945e-01 1.464402515723270515e+00 1.955358490566037721e+00
4.064000000000000390e-01 1.464339622641509298e+00 1.955396226415094363e+00
4.065000000000000280e-01 1.464276729559748302e+00 1.955433962264151004e+00
4.066000000000000170e-01 1.464213836477987307e+00 1.955471698113207424e+00
4.067000000000000060e-01 1.464150943396226312e+00 1.955509433962264065e+00
4.067999999999999949e-01 1.464088050314465317e+00 1.955547169811320707e+00
4.069000000000000394e-01 1.464025157232704322e+00 1.955584905660377348e+00
4.070000000000000284e-01 1.463962264150943327e+00 1.955622641509433990e+00
4.071000000000000174e-01 1.463899371069182331e+00 1.955660377358490631e+00
4.072000000000000064e-01 1.463836477987421336e+00 1.955698113207547051e+00
4.072999999999999954e-01 1.463773584905660341e+00 1.955735849056603692e+00
4.074000000000000399e-01 1.463710691823899346e+00 1.955773584905660334e+00
4.075000000000000289e-01 1.463647798742138351e+00 1.955811320754716975e+00
